Timestamp,Train ID,Line Code,Current Status,Current Station,Next Station,Time to Next Station,Time to Departure,Current Station Lat,Current Station Lng,Next Station Lat,Next Station Lng
25,2,KTL,BOARDING,TIK,YAT,0,5,22.3,114.25,22.3,114.24
25,5,DRL,BOARDING,DIS,SUN,0,5,22.32,114.05,22.33,114.03
25,4,DRL,BOARDING,SUN,DIS,0,5,22.33,114.03,22.32,114.05
25,7,AEL,BOARDING,HOK,KOW,0,5,22.29,114.16,22.3,114.16
25,6,AEL,BOARDING,AWE,AIR,0,5,22.321012728523545,113.94180670973324,22.31617516349916,113.93660451157724
25,9,EAL,BOARDING,ADM,EXC,0,5,22.27958,114.16462,22.282320178041793,114.17541516555798
25,8,EAL,BOARDING,LOW,SHS,0,5,22.53,114.11,22.5,114.13
25,10,TCL,BOARDING,HOK,KOW,0,5,22.29,114.16,22.3,114.16
25,11,TCL,BOARDING,TUC,SUN,0,5,22.29,113.94,22.33,114.03
25,12,TKL,BOARDING,NOP,QUB,0,5,22.29150892853684,114.20047323856755,22.28810647977041,114.2096087213838
25,13,TKL,BOARDING,POA,HAH,0,5,22.32273,114.2578,22.31579,114.26426
25,14,TML,BOARDING,WKS,MOS,0,5,22.43,114.24,22.425041194985532,114.23192333857024
25,15,TML,BOARDING,TUM,SIH,0,5,22.395063453195256,113.9731319962392,22.41,113.98
25,17,ISL,BOARDING,KET,HKU,0,5,22.28,114.13,22.28,114.14
25,16,ISL,BOARDING,CHW,HFC,0,5,22.26,114.24,22.28,114.24
25,18,TWL,BOARDING,CEN,ADM,0,5,22.282201172111822,114.15830604041152,22.27958,114.16462
25,19,TWL,BOARDING,TSW,TWH,0,5,22.37398,114.11766,22.37,114.12457
30,1,SIL,RUNNING,LET,WCH,210,30,22.24,114.16,22.247965050465854,114.16676084751518
30,0,SIL,RUNNING,OCP,WCH,90,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
30,3,KTL,RUNNING,HOM,YMT,180,30,22.31,114.18,22.313028489769632,114.1706156232284
30,2,KTL,RUNNING,YAT,LAT,120,30,22.3,114.24,22.307138592917713,114.23278799497956
30,5,DRL,RUNNING,SUN,,0,30,22.33,114.03,,
30,4,DRL,RUNNING,DIS,,0,30,22.32,114.05,,
30,7,AEL,RUNNING,KOW,TSY,720,30,22.3,114.16,22.36,114.11
30,6,AEL,RUNNING,AIR,TSY,1020,30,22.31617516349916,113.93660451157724,22.36,114.11
30,9,EAL,RUNNING,EXC,HUH,180,30,22.282320178041793,114.17541516555798,22.3,114.18
30,8,EAL,RUNNING,SHS,FAN,120,30,22.5,114.13,22.49,114.14
30,10,TCL,RUNNING,KOW,OLY,120,30,22.3,114.16,22.32,114.16
30,11,TCL,RUNNING,SUN,TSY,480,30,22.33,114.03,22.36,114.11
30,12,TKL,RUNNING,QUB,YAT,360,30,22.28810647977041,114.2096087213838,22.3,114.24
30,13,TKL,RUNNING,HAH,TKO,120,30,22.31579,114.26426,22.31,114.26
30,14,TML,RUNNING,MOS,HEO,120,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
30,15,TML,RUNNING,SIH,TIS,420,30,22.41,113.98,22.45,114.0
30,17,ISL,RUNNING,HKU,SYP,60,30,22.28,114.14,22.29,114.14
30,16,ISL,RUNNING,HFC,SKW,180,30,22.28,114.24,22.28,114.23
30,18,TWL,RUNNING,ADM,TST,240,30,22.27958,114.16462,22.29789945696996,114.17219416740257
30,19,TWL,RUNNING,TWH,KWH,120,30,22.37,114.12457,22.36325,114.1313
35,1,SIL,RUNNING,LET,WCH,205,30,22.24,114.16,22.247965050465854,114.16676084751518
35,0,SIL,RUNNING,OCP,WCH,85,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
35,3,KTL,RUNNING,HOM,YMT,175,30,22.31,114.18,22.313028489769632,114.1706156232284
35,2,KTL,RUNNING,YAT,LAT,115,30,22.3,114.24,22.307138592917713,114.23278799497956
35,5,DRL,BOARDING,SUN,,-5,35,22.33,114.03,,
35,4,DRL,BOARDING,DIS,,-5,35,22.32,114.05,,
35,7,AEL,RUNNING,KOW,TSY,715,30,22.3,114.16,22.36,114.11
35,6,AEL,RUNNING,AIR,TSY,1015,30,22.31617516349916,113.93660451157724,22.36,114.11
35,9,EAL,RUNNING,EXC,HUH,175,30,22.282320178041793,114.17541516555798,22.3,114.18
35,8,EAL,RUNNING,SHS,FAN,115,30,22.5,114.13,22.49,114.14
35,10,TCL,RUNNING,KOW,OLY,115,30,22.3,114.16,22.32,114.16
35,11,TCL,RUNNING,SUN,TSY,475,30,22.33,114.03,22.36,114.11
35,12,TKL,RUNNING,QUB,YAT,355,30,22.28810647977041,114.2096087213838,22.3,114.24
35,13,TKL,RUNNING,HAH,TKO,115,30,22.31579,114.26426,22.31,114.26
35,14,TML,RUNNING,MOS,HEO,115,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
35,15,TML,RUNNING,SIH,TIS,415,30,22.41,113.98,22.45,114.0
35,17,ISL,RUNNING,HKU,SYP,55,30,22.28,114.14,22.29,114.14
35,16,ISL,RUNNING,HFC,SKW,175,30,22.28,114.24,22.28,114.23
35,18,TWL,RUNNING,ADM,TST,235,30,22.27958,114.16462,22.29789945696996,114.17219416740257
35,19,TWL,RUNNING,TWH,KWH,115,30,22.37,114.12457,22.36325,114.1313
40,1,SIL,RUNNING,LET,WCH,200,30,22.24,114.16,22.247965050465854,114.16676084751518
40,0,SIL,RUNNING,OCP,WCH,80,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
40,3,KTL,RUNNING,HOM,YMT,170,30,22.31,114.18,22.313028489769632,114.1706156232284
40,2,KTL,RUNNING,YAT,LAT,110,30,22.3,114.24,22.307138592917713,114.23278799497956
40,5,DRL,BOARDING,SUN,,-5,30,22.33,114.03,,
40,4,DRL,BOARDING,DIS,,-5,30,22.32,114.05,,
40,7,AEL,RUNNING,KOW,TSY,710,30,22.3,114.16,22.36,114.11
40,6,AEL,RUNNING,AIR,TSY,1010,30,22.31617516349916,113.93660451157724,22.36,114.11
40,9,EAL,RUNNING,EXC,HUH,170,30,22.282320178041793,114.17541516555798,22.3,114.18
40,8,EAL,RUNNING,SHS,FAN,110,30,22.5,114.13,22.49,114.14
40,10,TCL,RUNNING,KOW,OLY,110,30,22.3,114.16,22.32,114.16
40,11,TCL,RUNNING,SUN,TSY,470,30,22.33,114.03,22.36,114.11
40,12,TKL,RUNNING,QUB,YAT,350,30,22.28810647977041,114.2096087213838,22.3,114.24
40,13,TKL,RUNNING,HAH,TKO,110,30,22.31579,114.26426,22.31,114.26
40,14,TML,RUNNING,MOS,HEO,110,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
40,15,TML,RUNNING,SIH,TIS,410,30,22.41,113.98,22.45,114.0
40,17,ISL,RUNNING,HKU,SYP,50,30,22.28,114.14,22.29,114.14
40,16,ISL,RUNNING,HFC,SKW,170,30,22.28,114.24,22.28,114.23
40,18,TWL,RUNNING,ADM,TST,230,30,22.27958,114.16462,22.29789945696996,114.17219416740257
40,19,TWL,RUNNING,TWH,KWH,110,30,22.37,114.12457,22.36325,114.1313
45,1,SIL,RUNNING,LET,WCH,195,30,22.24,114.16,22.247965050465854,114.16676084751518
45,0,SIL,RUNNING,OCP,WCH,75,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
45,3,KTL,RUNNING,HOM,YMT,165,30,22.31,114.18,22.313028489769632,114.1706156232284
45,2,KTL,RUNNING,YAT,LAT,105,30,22.3,114.24,22.307138592917713,114.23278799497956
45,5,DRL,BOARDING,SUN,,-5,25,22.33,114.03,,
45,4,DRL,BOARDING,DIS,,-5,25,22.32,114.05,,
45,7,AEL,RUNNING,KOW,TSY,705,30,22.3,114.16,22.36,114.11
45,6,AEL,RUNNING,AIR,TSY,1005,30,22.31617516349916,113.93660451157724,22.36,114.11
45,9,EAL,RUNNING,EXC,HUH,165,30,22.282320178041793,114.17541516555798,22.3,114.18
45,8,EAL,RUNNING,SHS,FAN,105,30,22.5,114.13,22.49,114.14
45,10,TCL,RUNNING,KOW,OLY,105,30,22.3,114.16,22.32,114.16
45,11,TCL,RUNNING,SUN,TSY,465,30,22.33,114.03,22.36,114.11
45,12,TKL,RUNNING,QUB,YAT,345,30,22.28810647977041,114.2096087213838,22.3,114.24
45,13,TKL,RUNNING,HAH,TKO,105,30,22.31579,114.26426,22.31,114.26
45,14,TML,RUNNING,MOS,HEO,105,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
45,15,TML,RUNNING,SIH,TIS,405,30,22.41,113.98,22.45,114.0
45,17,ISL,RUNNING,HKU,SYP,45,30,22.28,114.14,22.29,114.14
45,16,ISL,RUNNING,HFC,SKW,165,30,22.28,114.24,22.28,114.23
45,18,TWL,RUNNING,ADM,TST,225,30,22.27958,114.16462,22.29789945696996,114.17219416740257
45,19,TWL,RUNNING,TWH,KWH,105,30,22.37,114.12457,22.36325,114.1313
50,1,SIL,RUNNING,LET,WCH,190,30,22.24,114.16,22.247965050465854,114.16676084751518
50,0,SIL,RUNNING,OCP,WCH,70,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
50,3,KTL,RUNNING,HOM,YMT,160,30,22.31,114.18,22.313028489769632,114.1706156232284
50,2,KTL,RUNNING,YAT,LAT,100,30,22.3,114.24,22.307138592917713,114.23278799497956
50,5,DRL,BOARDING,SUN,,-5,20,22.33,114.03,,
50,4,DRL,BOARDING,DIS,,-5,20,22.32,114.05,,
50,7,AEL,RUNNING,KOW,TSY,700,30,22.3,114.16,22.36,114.11
50,6,AEL,RUNNING,AIR,TSY,1000,30,22.31617516349916,113.93660451157724,22.36,114.11
50,9,EAL,RUNNING,EXC,HUH,160,30,22.282320178041793,114.17541516555798,22.3,114.18
50,8,EAL,RUNNING,SHS,FAN,100,30,22.5,114.13,22.49,114.14
50,10,TCL,RUNNING,KOW,OLY,100,30,22.3,114.16,22.32,114.16
50,11,TCL,RUNNING,SUN,TSY,460,30,22.33,114.03,22.36,114.11
50,12,TKL,RUNNING,QUB,YAT,340,30,22.28810647977041,114.2096087213838,22.3,114.24
50,13,TKL,RUNNING,HAH,TKO,100,30,22.31579,114.26426,22.31,114.26
50,14,TML,RUNNING,MOS,HEO,100,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
50,15,TML,RUNNING,SIH,TIS,400,30,22.41,113.98,22.45,114.0
50,17,ISL,RUNNING,HKU,SYP,40,30,22.28,114.14,22.29,114.14
50,16,ISL,RUNNING,HFC,SKW,160,30,22.28,114.24,22.28,114.23
50,18,TWL,RUNNING,ADM,TST,220,30,22.27958,114.16462,22.29789945696996,114.17219416740257
50,19,TWL,RUNNING,TWH,KWH,100,30,22.37,114.12457,22.36325,114.1313
55,1,SIL,RUNNING,LET,WCH,185,30,22.24,114.16,22.247965050465854,114.16676084751518
55,0,SIL,RUNNING,OCP,WCH,65,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
55,3,KTL,RUNNING,HOM,YMT,155,30,22.31,114.18,22.313028489769632,114.1706156232284
55,2,KTL,RUNNING,YAT,LAT,95,30,22.3,114.24,22.307138592917713,114.23278799497956
55,5,DRL,BOARDING,SUN,,-5,15,22.33,114.03,,
55,4,DRL,BOARDING,DIS,,-5,15,22.32,114.05,,
55,7,AEL,RUNNING,KOW,TSY,695,30,22.3,114.16,22.36,114.11
55,6,AEL,RUNNING,AIR,TSY,995,30,22.31617516349916,113.93660451157724,22.36,114.11
55,9,EAL,RUNNING,EXC,HUH,155,30,22.282320178041793,114.17541516555798,22.3,114.18
55,8,EAL,RUNNING,SHS,FAN,95,30,22.5,114.13,22.49,114.14
55,10,TCL,RUNNING,KOW,OLY,95,30,22.3,114.16,22.32,114.16
55,11,TCL,RUNNING,SUN,TSY,455,30,22.33,114.03,22.36,114.11
55,12,TKL,RUNNING,QUB,YAT,335,30,22.28810647977041,114.2096087213838,22.3,114.24
55,13,TKL,RUNNING,HAH,TKO,95,30,22.31579,114.26426,22.31,114.26
55,14,TML,RUNNING,MOS,HEO,95,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
55,15,TML,RUNNING,SIH,TIS,395,30,22.41,113.98,22.45,114.0
55,17,ISL,RUNNING,HKU,SYP,35,30,22.28,114.14,22.29,114.14
55,16,ISL,RUNNING,HFC,SKW,155,30,22.28,114.24,22.28,114.23
55,18,TWL,RUNNING,ADM,TST,215,30,22.27958,114.16462,22.29789945696996,114.17219416740257
55,19,TWL,RUNNING,TWH,KWH,95,30,22.37,114.12457,22.36325,114.1313
60,1,SIL,RUNNING,LET,WCH,180,30,22.24,114.16,22.247965050465854,114.16676084751518
60,0,SIL,RUNNING,OCP,WCH,60,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
60,3,KTL,RUNNING,HOM,YMT,150,30,22.31,114.18,22.313028489769632,114.1706156232284
60,2,KTL,RUNNING,YAT,LAT,90,30,22.3,114.24,22.307138592917713,114.23278799497956
60,5,DRL,BOARDING,SUN,,-5,10,22.33,114.03,,
60,4,DRL,BOARDING,DIS,,-5,10,22.32,114.05,,
60,7,AEL,RUNNING,KOW,TSY,690,30,22.3,114.16,22.36,114.11
60,6,AEL,RUNNING,AIR,TSY,990,30,22.31617516349916,113.93660451157724,22.36,114.11
60,9,EAL,RUNNING,EXC,HUH,150,30,22.282320178041793,114.17541516555798,22.3,114.18
60,8,EAL,RUNNING,SHS,FAN,90,30,22.5,114.13,22.49,114.14
60,10,TCL,RUNNING,KOW,OLY,90,30,22.3,114.16,22.32,114.16
60,11,TCL,RUNNING,SUN,TSY,450,30,22.33,114.03,22.36,114.11
60,12,TKL,RUNNING,QUB,YAT,330,30,22.28810647977041,114.2096087213838,22.3,114.24
60,13,TKL,RUNNING,HAH,TKO,90,30,22.31579,114.26426,22.31,114.26
60,14,TML,RUNNING,MOS,HEO,90,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
60,15,TML,RUNNING,SIH,TIS,390,30,22.41,113.98,22.45,114.0
60,17,ISL,RUNNING,HKU,SYP,30,30,22.28,114.14,22.29,114.14
60,16,ISL,RUNNING,HFC,SKW,150,30,22.28,114.24,22.28,114.23
60,18,TWL,RUNNING,ADM,TST,210,30,22.27958,114.16462,22.29789945696996,114.17219416740257
60,19,TWL,RUNNING,TWH,KWH,90,30,22.37,114.12457,22.36325,114.1313
65,1,SIL,RUNNING,LET,WCH,175,30,22.24,114.16,22.247965050465854,114.16676084751518
65,0,SIL,RUNNING,OCP,WCH,55,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
65,3,KTL,RUNNING,HOM,YMT,145,30,22.31,114.18,22.313028489769632,114.1706156232284
65,2,KTL,RUNNING,YAT,LAT,85,30,22.3,114.24,22.307138592917713,114.23278799497956
65,5,DRL,BOARDING,SUN,,-5,5,22.33,114.03,,
65,4,DRL,BOARDING,DIS,,-5,5,22.32,114.05,,
65,7,AEL,RUNNING,KOW,TSY,685,30,22.3,114.16,22.36,114.11
65,6,AEL,RUNNING,AIR,TSY,985,30,22.31617516349916,113.93660451157724,22.36,114.11
65,9,EAL,RUNNING,EXC,HUH,145,30,22.282320178041793,114.17541516555798,22.3,114.18
65,8,EAL,RUNNING,SHS,FAN,85,30,22.5,114.13,22.49,114.14
65,10,TCL,RUNNING,KOW,OLY,85,30,22.3,114.16,22.32,114.16
65,11,TCL,RUNNING,SUN,TSY,445,30,22.33,114.03,22.36,114.11
65,12,TKL,RUNNING,QUB,YAT,325,30,22.28810647977041,114.2096087213838,22.3,114.24
65,13,TKL,RUNNING,HAH,TKO,85,30,22.31579,114.26426,22.31,114.26
65,14,TML,RUNNING,MOS,HEO,85,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
65,15,TML,RUNNING,SIH,TIS,385,30,22.41,113.98,22.45,114.0
65,17,ISL,RUNNING,HKU,SYP,25,30,22.28,114.14,22.29,114.14
65,16,ISL,RUNNING,HFC,SKW,145,30,22.28,114.24,22.28,114.23
65,18,TWL,RUNNING,ADM,TST,205,30,22.27958,114.16462,22.29789945696996,114.17219416740257
65,19,TWL,RUNNING,TWH,KWH,85,30,22.37,114.12457,22.36325,114.1313
70,1,SIL,RUNNING,LET,WCH,170,30,22.24,114.16,22.247965050465854,114.16676084751518
70,0,SIL,RUNNING,OCP,WCH,50,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
70,3,KTL,RUNNING,HOM,YMT,140,30,22.31,114.18,22.313028489769632,114.1706156232284
70,2,KTL,RUNNING,YAT,LAT,80,30,22.3,114.24,22.307138592917713,114.23278799497956
70,7,AEL,RUNNING,KOW,TSY,680,30,22.3,114.16,22.36,114.11
70,6,AEL,RUNNING,AIR,TSY,980,30,22.31617516349916,113.93660451157724,22.36,114.11
70,9,EAL,RUNNING,EXC,HUH,140,30,22.282320178041793,114.17541516555798,22.3,114.18
70,8,EAL,RUNNING,SHS,FAN,80,30,22.5,114.13,22.49,114.14
70,10,TCL,RUNNING,KOW,OLY,80,30,22.3,114.16,22.32,114.16
70,11,TCL,RUNNING,SUN,TSY,440,30,22.33,114.03,22.36,114.11
70,12,TKL,RUNNING,QUB,YAT,320,30,22.28810647977041,114.2096087213838,22.3,114.24
70,13,TKL,RUNNING,HAH,TKO,80,30,22.31579,114.26426,22.31,114.26
70,14,TML,RUNNING,MOS,HEO,80,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
70,15,TML,RUNNING,SIH,TIS,380,30,22.41,113.98,22.45,114.0
70,17,ISL,RUNNING,HKU,SYP,20,30,22.28,114.14,22.29,114.14
70,16,ISL,RUNNING,HFC,SKW,140,30,22.28,114.24,22.28,114.23
70,18,TWL,RUNNING,ADM,TST,200,30,22.27958,114.16462,22.29789945696996,114.17219416740257
70,19,TWL,RUNNING,TWH,KWH,80,30,22.37,114.12457,22.36325,114.1313
75,1,SIL,RUNNING,LET,WCH,165,30,22.24,114.16,22.247965050465854,114.16676084751518
75,0,SIL,RUNNING,OCP,WCH,45,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
75,3,KTL,RUNNING,HOM,YMT,135,30,22.31,114.18,22.313028489769632,114.1706156232284
75,2,KTL,RUNNING,YAT,LAT,75,30,22.3,114.24,22.307138592917713,114.23278799497956
75,7,AEL,RUNNING,KOW,TSY,675,30,22.3,114.16,22.36,114.11
75,6,AEL,RUNNING,AIR,TSY,975,30,22.31617516349916,113.93660451157724,22.36,114.11
75,9,EAL,RUNNING,EXC,HUH,135,30,22.282320178041793,114.17541516555798,22.3,114.18
75,8,EAL,RUNNING,SHS,FAN,75,30,22.5,114.13,22.49,114.14
75,10,TCL,RUNNING,KOW,OLY,75,30,22.3,114.16,22.32,114.16
75,11,TCL,RUNNING,SUN,TSY,435,30,22.33,114.03,22.36,114.11
75,12,TKL,RUNNING,QUB,YAT,315,30,22.28810647977041,114.2096087213838,22.3,114.24
75,13,TKL,RUNNING,HAH,TKO,75,30,22.31579,114.26426,22.31,114.26
75,14,TML,RUNNING,MOS,HEO,75,30,22.425041194985532,114.23192333857024,22.417558012995983,114.22572145390951
75,15,TML,RUNNING,SIH,TIS,375,30,22.41,113.98,22.45,114.0
75,17,ISL,RUNNING,HKU,SYP,15,30,22.28,114.14,22.29,114.14
75,16,ISL,RUNNING,HFC,SKW,135,30,22.28,114.24,22.28,114.23
75,18,TWL,RUNNING,ADM,TST,195,30,22.27958,114.16462,22.29789945696996,114.17219416740257
75,19,TWL,RUNNING,TWH,KWH,75,30,22.37,114.12457,22.36325,114.1313
80,1,SIL,RUNNING,LET,WCH,160,30,22.24,114.16,22.247965050465854,114.16676084751518
80,0,SIL,RUNNING,OCP,WCH,40,30,22.24898455130648,114.17441070973162,22.247965050465854,114.16676084751518
80,3,KTL,RUNNING,HOM,YMT,130,30,22.31,114.18,22.313028489769632,114.1706156232284
